terrace_id,terrace_lat,terrace_lon,date,time_slot,is_sunlit,sun_altitude,sun_azimuth,h_terrace,distance_to_obstacle,obstruction_height,ray_height_at_obstacle,obstruction_lat,obstruction_lon
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,18:00,False,31.194634347204143,262.2844671732845,61.67822265625,8.0,69.134765625,66.52217095910717,48.89238451033811,2.33992581580483
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,18:30,False,26.288882461771703,268.165134241719,61.67822265625,8.0,70.1181640625,65.63013763631466,48.89239186013409,2.3399247907846963
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,19:00,False,21.3692786033536,273.7835661808531,61.67822265625,8.0,70.9990234375,64.8084411028281,48.892398911817835,2.3399248832522628
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,19:30,False,16.485327235623387,279.24731175618507,61.67822265625,8.0,76.2841796875,64.04570232222815,48.892405731734144,2.3399259769788405
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,20:00,False,11.685607149932688,284.6472982033304,61.67822265625,7.0,65.2109375,63.126019232210375,48.89241017317059,2.3399412441094243
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,20:30,False,7.027192639299825,290.06230862517305,61.67822265625,8.0,74.2880859375,62.6643534179419,48.89241887850268,2.3399310130694637
"20 RUE DU RUISSEAU, 75018",48.89239476464042,2.3400338076129286,2025-05-12,21:00,False,2.6188157524750615,295.5620384899125,61.67822265625,7.0,64.4013671875,61.99839434865942,48.89242145138707,2.33994734322658
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,10:00,False,35.357086953241534,103.21921640672468,62.615234375,4.0,67.599609375,65.45337986158135,48.83057863635817,2.356697708618125
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,10:30,False,40.085240586318896,109.95548249544726,62.615234375,42.0,115.4873046875,97.96403134467184,48.83046055966653,2.3571839108718793
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,11:00,False,44.60475030737172,117.40833391165029,62.615234375,49.0,113.3720703125,110.94381144070056,48.83038691316134,2.3572396007867042
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,11:30,True,48.80975189249294,125.79976160017071,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,12:00,True,52.56177182559658,135.36705483240502,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,12:30,True,55.684786153676775,146.30564172221682,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,13:00,True,57.97310454393976,158.65188314285047,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,13:30,True,59.225548641811855,172.12931806785764,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,14:00,True,59.307801477076616,186.08576401739302,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,14:30,True,58.21051159362405,199.67435741709744,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,15:00,True,56.05386140720118,212.19978364502478,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,15:30,True,53.03417229271084,223.33393762866473,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,16:00,True,49.35936182048161,233.0795135766043,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,16:30,True,45.210482417674,241.61862184167592,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,17:00,True,40.73105164517668,249.18739395964042,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,17:30,False,36.03096079838596,256.0115667833626,62.615234375,26.0,84.7451171875,81.52681436069398,48.83052820736388,2.35630160359164
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,18:00,True,31.194634347204143,262.2844671732845,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,18:30,True,26.288882461771703,268.165134241719,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,19:00,False,21.3692786033536,273.7835661808531,62.615234375,71.0,104.947265625,90.39592308838056,48.83062351602595,2.3556790180799183
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,19:30,True,16.485327235623387,279.24731175618507,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,20:00,True,11.685607149932688,284.6472982033304,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,20:30,True,7.027192639299825,290.06230862517305,62.615234375,,,,,
"194 AVENUE DE CHOISY, 75013",48.83058657713305,2.3566445644698333,2025-05-12,21:00,False,2.6188157524750615,295.5620384899125,62.615234375,8.0,65.8212890625,62.98114488061076,48.83061709167468,2.3565458749031243
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,10:00,False,35.357086953241534,103.21921640672468,35.1904296875,3.0,53.931640625,37.31903880243601,48.854388980915495,2.3718909048729397
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,10:30,False,40.085240586318896,109.95548249544726,35.1904296875,3.0,54.03662109375,37.71534375676227,48.85438593556249,2.3718895700917333
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,11:00,False,44.60475030737172,117.40833391165029,35.1904296875,3.0,54.03662109375,38.14932216091024,48.85438271282532,2.3718874742908933
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,11:30,False,48.80975189249294,125.79976160017071,35.1904296875,3.0,54.10400390625,38.61847917325079,48.854379334121816,2.371884379783261
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,12:00,False,52.56177182559658,135.36705483240502,35.1904296875,3.0,54.28369140625,39.10884568864607,48.854375893484544,2.371879984956499
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,12:30,False,55.684786153676775,146.30564172221682,35.1904296875,3.0,54.3212890625,39.585757725215096,48.85437261387645,2.3718739815308134
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,13:00,False,57.97310454393976,158.65188314285047,35.1904296875,3.0,54.23681640625,39.9864221866933,48.854369891865694,2.3718662161794812
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,13:30,False,59.225548641811855,172.12931806785764,35.1904296875,3.0,54.32275390625,40.22808248300309,48.854368246146834,2.3718569509542786
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,14:00,False,59.307801477076616,186.08576401739302,35.1904296875,3.0,54.234375,40.24457304317727,48.854368091897996,2.3718470193428987
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,14:30,False,58.21051159362405,199.67435741709744,35.1904296875,3.0,54.01025390625,40.03091701635768,48.854369465337584,2.37183757212509
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,15:00,False,56.05386140720118,212.19978364502478,35.1904296875,3.0,53.91455078125,39.64714407127317,48.85437199771306,2.371829519774269
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,15:30,False,53.03417229271084,223.33393762866473,35.1904296875,3.0,53.7392578125,39.17650829066741,48.85437517065487,2.371823210565141
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,16:00,False,49.35936182048161,233.0795135766043,35.1904296875,3.0,52.63330078125,38.68556963785085,48.85437856350004,2.371818540511036
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,16:30,False,45.210482417674,241.61862184167592,35.1904296875,3.0,41.982421875,38.212552725696824,48.8543819285349,2.371815215430743
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,17:00,False,40.73105164517668,249.18739395964042,35.1904296875,3.0,41.982421875,37.77366681681752,48.85438515489336,2.3718129300702144
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,17:30,False,36.03096079838596,256.0115667833626,35.1904296875,11.0,46.30029296875,43.19148275837053,48.854370265627935,2.371705857859739
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,18:00,True,31.194634347204143,262.2844671732845,35.1904296875,,,,,
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,18:30,True,26.288882461771703,268.165134241719,35.1904296875,,,,,
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,19:00,True,21.3692786033536,273.7835661808531,35.1904296875,,,,,
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,19:30,False,16.485327235623387,279.24731175618507,35.1904296875,21.0,44.91259765625,41.40506381069263,48.85442380604671,2.3715681988045993
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,20:00,False,11.685607149932688,284.6472982033304,35.1904296875,19.0,47.109375,39.120163250821015,48.85443683261443,2.3715999951506292
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,20:30,False,7.027192639299825,290.06230862517305,35.1904296875,17.0,48.2958984375,37.28595755609529,48.854446243086194,2.371632782379235
"18 RUE DE LA ROQUETTE, 75011",48.854394941434805,2.3718510302874116,2025-05-12,21:00,False,2.6188157524750615,295.5620384899125,35.1904296875,15.0,38.14990234375,35.87651188552019,48.854452178437406,2.3716659194072953
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,10:00,False,35.357086953241534,103.21921640672468,33.5166015625,23.0,54.1611328125,49.835938110342774,48.865616815253304,2.3311971342526134
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,10:30,False,40.085240586318896,109.95548249544726,33.5166015625,9.0,43.2939453125,41.09134377028683,48.86563542999559,2.3310069929287214
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,11:00,False,44.60475030737172,117.40833391165029,33.5166015625,10.0,49.8134765625,43.37957647386746,48.86562168772221,2.331012865573976
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,11:30,False,48.80975189249294,125.79976160017071,33.5166015625,10.0,50.97509765625,44.943433181669306,48.865610421969045,2.3310025571626367
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,12:00,False,52.56177182559658,135.36705483240502,33.5166015625,8.0,50.7001953125,43.96571089888953,48.86561164019772,2.330968596352186
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,12:30,False,55.684786153676775,146.30564172221682,33.5166015625,8.0,53.73681640625,45.23747632974026,48.865602889191756,2.330952590636106
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,13:00,False,57.97310454393976,158.65188314285047,33.5166015625,10.0,54.3427734375,49.50324322647766,48.86557892740858,2.330942023496861
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,13:30,True,59.225548641811855,172.12931806785764,33.5166015625,,,,,
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,14:00,True,59.307801477076616,186.08576401739302,33.5166015625,,,,,
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,14:30,True,58.21051159362405,199.67435741709744,33.5166015625,,,,,
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,15:00,True,56.05386140720118,212.19978364502478,33.5166015625,,,,,
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,15:30,False,53.03417229271084,223.33393762866473,33.5166015625,7.0,46.7275390625,42.81745163655728,48.865616254220264,2.330826436909437
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,16:00,False,49.35936182048161,233.0795135766043,33.5166015625,4.0,44.10009765625,38.17678816296779,48.86564055594352,2.33084801543056
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,16:30,False,45.210482417674,241.61862184167592,33.5166015625,3.0,44.33544921875,36.538724600696824,48.86564938277006,2.330855514955305
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,17:00,False,40.73105164517668,249.18739395964042,33.5166015625,3.0,44.33544921875,36.09983869181752,48.86565260831303,2.3308532265641024
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,17:30,False,36.03096079838596,256.0115667833626,33.5166015625,3.0,46.50244140625,35.69870694546469,48.865655664564215,2.330851731561459
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,18:00,False,31.194634347204143,262.2844671732845,33.5166015625,3.0,48.978515625,35.333082176071436,48.86565855925835,2.3308508518452786
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,18:30,False,26.288882461771703,268.165134241719,33.5166015625,3.0,48.978515625,34.99856968002425,48.86566131546955,2.3308504671798276
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,19:00,False,21.3692786033536,273.7835661808531,33.5166015625,3.0,50.42822265625,34.690433479966785,48.86566395991775,2.3308505013767395
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,19:30,False,16.485327235623387,279.24731175618507,33.5166015625,3.0,50.42822265625,34.4044064372418,48.8656665174795,2.33085091086819
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,20:00,False,11.685607149932688,284.6472982033304,33.5166015625,3.0,50.62353515625,34.13708580934016,48.86566900859147,2.330851676453965
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,20:30,False,7.027192639299825,290.06230862517305,33.5166015625,3.0,50.62353515625,33.886400598134465,48.86567144778048,2.330852797573666
"330 RUE SAINT HONORE, 75001",48.86566240779541,2.3308913273221115,2025-05-12,21:00,False,2.6188157524750615,295.5620384899125,33.5166015625,3.0,50.6083984375,33.65381800210404,48.86567384242858,2.3308542881758294
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,10:00,True,35.357086953241534,103.21921640672468,35.99560546875,,,,,
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,10:30,True,40.085240586318896,109.95548249544726,35.99560546875,,,,,
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,11:00,True,44.60475030737172,117.40833391165029,35.99560546875,,,,,
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,11:30,True,48.80975189249294,125.79976160017071,35.99560546875,,,,,
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,12:00,True,52.56177182559658,135.36705483240502,35.99560546875,,,,,
"11 RUE DE LA BASTILLE, 75004",48.85380101818371,2.368670601927146,2025-05-12,12:30,True,55.684786153676775,146.30564172221682,35.99560546875,,,,,
